generations,N,M,K,P,b,c,β,u,v,p1,p2,ϵ,DD_mean_final,DC_mean_final,CD_mean_final,CC_mean_final,y,z,g,h,sia_sid,sia_sjd
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,0.0,0.0,1.0,0.22733759124978528,0.2982248324999955,0.2171285174998036,0.2573090587500098,1.0,1.0,1.0,1.0,0.0,0.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,0.25,0.25,1.0,0.2557227187498854,0.25027937625021796,0.2356408437498847,0.2583570612498589,1.0,1.0,1.0,1.0,0.0,0.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,0.5,0.5,1.0,0.24794440999996226,0.2522151462497569,0.2218929824998762,0.27794746125018593,0.7038461538461539,1.0,0.7038461538461539,0.7038461538461539,0.0,0.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,0.75,0.75,1.0,0.2801819424998281,0.26277527999994155,0.20763673624991488,0.24940604125006682,1.0,1.0,1.0,1.0,0.0,0.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,1.0,1.0,1.0,0.2784129912499637,0.2499890800001042,0.2253618187501125,0.24623610999967652,1.0,-0.02564102564102564,-0.02564102564102564,-0.02564102564102564,0.0,0.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,0.0,0.0,1.0,0.23711719000018766,0.2340725874998613,0.2901622624997906,0.23864796000003383,1.0,1.0,1.0,1.0,1.0,1.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,0.25,0.25,1.0,0.2392392824999745,0.21771457249985296,0.2587330875002012,0.2843130575000082,1.0,1.0,1.0,1.0,1.0,1.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,0.5,0.5,1.0,0.21173897874981867,0.28236907499977976,0.26470826999993424,0.24118367624979253,0.5692307692307692,1.0,0.5692307692307692,0.5692307692307692,0.7,0.4951219512195122
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,0.75,0.75,1.0,0.23048726999989078,0.26206186624998334,0.192847381249877,0.31460348249989517,1.0,1.0,1.0,1.0,1.0,1.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,1.0,1.0,1.0,0.28986546625036075,0.23226198750012558,0.2079490062497544,0.26992353999986285,1.0,-0.02564102564102564,-0.02564102564102564,-0.02564102564102564,0.0,0.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,0.0,0.0,1.0,0.2607974874999352,0.2436408062500308,0.23881964999986072,0.2567420562500702,1.0,1.0,1.0,1.0,0.0,0.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,0.25,0.25,1.0,0.26021280499984084,0.22795738750011674,0.24660884499979666,0.2652209624999684,1.0,1.0,1.0,1.0,0.0,0.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,0.5,0.5,1.0,0.25540599125001107,0.28065654499988013,0.23230188375008767,0.23163557999994186,1.0,1.0,1.0,1.0,1.0,1.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,0.75,0.75,1.0,0.2723111724999154,0.2444945837501515,0.2352758150001471,0.24791842874957434,1.0,1.0,1.0,1.0,1.0,1.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,1.0,1.0,1.0,0.28480262750001706,0.286516806250029,0.19670210374982294,0.2319784624998752,0.48717948717948717,-0.02564102564102564,0.48717948717948717,-0.02564102564102564,0.0,0.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,0.0,0.0,1.0,0.2663095325002051,0.2341672237498528,0.23975458750003678,0.25976865625009143,1.0,1.0,1.0,1.0,0.0,0.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,0.25,0.25,1.0,0.24306253999994626,0.2924972374999973,0.2534958737498239,0.21094434874978726,1.0,1.0,1.0,1.0,0.0,0.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,0.5,0.5,1.0,0.26553761875001686,0.2873557987499948,0.2585586237496986,0.18854795874975025,1.0,1.0,1.0,1.0,0.0,0.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,0.75,0.75,1.0,0.21811679624992408,0.22288517375008318,0.32175465374997403,0.23724337624971847,1.0,1.0,1.0,1.0,1.0,1.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,1.0,1.0,1.0,0.2840305250001393,0.2473969687500698,0.2280981824998748,0.24047432375007108,1.0,-0.02564102564102564,-0.02564102564102564,-0.02564102564102564,0.0,0.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,0.0,0.0,1.0,0.23017764500004248,0.24352753999982746,0.2817053037498954,0.2445895112499467,1.0,1.0,1.0,1.0,0.0,0.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,0.25,0.25,1.0,0.28463262124990557,0.22352804000004559,0.20364936499973527,0.28818997375002386,1.0,1.0,1.0,1.0,0.0,0.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,0.5,0.5,1.0,0.24433805749967097,0.264324939999928,0.2456445737498755,0.24569242875023248,1.0,1.0,1.0,1.0,0.0,0.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,0.75,0.75,1.0,0.24525880375018247,0.2159743562498829,0.23348257374972836,0.30528426624998206,1.0,1.0,1.0,1.0,0.0,0.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,1.0,1.0,1.0,0.2745313812496318,0.22353012749995468,0.2445300537499293,0.2574084374999866,0.48717948717948717,-0.02564102564102564,0.48717948717948717,-0.02564102564102564,0.5,0.25609756097560976
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,0.0,0.0,1.0,0.22123486624995145,0.25574336874993353,0.24104505625020456,0.281976708749948,1.0,1.0,1.0,1.0,0.0,0.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,0.25,0.25,1.0,0.21040746874981564,0.28970749249986255,0.23891711249991013,0.2609679262498845,1.0,1.0,1.0,1.0,1.0,1.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,0.5,0.5,1.0,0.24196012500007696,0.261993497500084,0.2516480587498014,0.24439831875020623,1.0,1.0,1.0,1.0,0.0,0.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,0.75,0.75,1.0,0.2312376587499642,0.2532687062499512,0.2447615100000165,0.2707321250000814,1.0,1.0,1.0,1.0,0.0,0.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,1.0,1.0,1.0,0.21641482499986855,0.2973832099999462,0.283118617499837,0.20308334749989096,1.0,-0.02564102564102564,-0.02564102564102564,-0.02564102564102564,0.0,0.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,0.0,0.0,1.0,0.32084608875002446,0.2185008112500217,0.2577920612499775,0.2028610387498232,1.0,0.3435897435897436,0.3435897435897436,0.3435897435897436,0.0,0.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,0.25,0.25,1.0,0.23690225500014894,0.23665805250003127,0.26873657749993207,0.2577031149998459,1.0,1.0,1.0,1.0,0.0,0.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,0.5,0.5,1.0,0.2281283962498975,0.24662108124997686,0.2766829350002562,0.2485675875002813,0.8576923076923076,1.0,0.8576923076923076,0.8576923076923076,0.075,0.05853658536585366
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,0.75,0.75,1.0,0.21705100374989225,0.3260820262503649,0.25054399624993806,0.20632297374991115,1.0,1.0,1.0,1.0,0.0,0.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,1.0,1.0,1.0,0.26845829499981977,0.2043769874999582,0.2508547574999078,0.27630996000016944,1.0,-0.02564102564102564,-0.02564102564102564,-0.02564102564102564,0.0,0.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,0.0,0.0,1.0,0.2404168899999192,0.25097034250010225,0.2633064099999068,0.24530635749998744,1.0,1.0,1.0,1.0,0.0,0.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,0.25,0.25,1.0,0.254735876249915,0.23481736749983187,0.23928151124991928,0.27116524499988787,1.0,1.0,1.0,1.0,0.0,0.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,0.5,0.5,1.0,0.2555625162499038,0.22243436249983045,0.27080115374985275,0.2512019675003558,1.0,1.0,1.0,1.0,0.0,0.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,0.75,0.75,1.0,0.2414839262499376,0.2395652025000564,0.22264348749986562,0.2963073837502684,1.0,1.0,1.0,1.0,0.0,0.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,1.0,1.0,1.0,0.2766147687498118,0.23458419375021858,0.23188068749981852,0.25692035000034236,1.0,-0.02564102564102564,-0.02564102564102564,-0.02564102564102564,0.0,0.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,0.0,0.0,1.0,0.23850395875020222,0.2613982924997839,0.25938250250009887,0.24071524624986365,1.0,1.0,1.0,1.0,0.0,0.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,0.25,0.25,1.0,0.207449799999852,0.2843790187499643,0.2851884162500218,0.2229827650000413,1.0,1.0,1.0,1.0,0.0,0.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,0.5,0.5,1.0,0.2438621837498667,0.2457983849998592,0.23532234125025808,0.2750170899998699,1.0,1.0,1.0,1.0,0.0,0.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,0.75,0.75,1.0,0.2295336362499218,0.27416553874974875,0.2492307487500746,0.247070076250053,1.0,1.0,1.0,1.0,0.0,0.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,1.0,1.0,1.0,0.2380930874999254,0.21016397374994503,0.24617143875008876,0.3055714999999279,0.48717948717948717,-0.02564102564102564,0.48717948717948717,-0.02564102564102564,0.0,0.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,0.0,0.0,1.0,0.25115702124989797,0.2638871787502169,0.2293665062501185,0.2555892937497184,1.0,1.0,1.0,1.0,0.0,0.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,0.25,0.25,1.0,0.2458929912499711,0.19276570499986018,0.2589256524999541,0.3024156512502931,0.7384615384615385,1.0,0.7384615384615385,0.7384615384615385,0.0,0.19634146341463415
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,0.5,0.5,1.0,0.2130957862498478,0.2781502749999718,0.2160149787499058,0.2927389600000921,1.0,1.0,1.0,1.0,0.0,0.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,0.75,0.75,1.0,0.30781874500000084,0.20612237999986424,0.18466022874966595,0.30139864624961843,1.0,1.0,1.0,1.0,0.0,0.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,1.0,1.0,1.0,0.29167157249988135,0.22676380624996406,0.2265421750001642,0.2550224462498836,1.0,-0.02564102564102564,-0.02564102564102564,-0.02564102564102564,0.0,0.0
