generations,N,M,K,P,b,c,β,u,v,p1,p2,ϵ,DD_mean_final,DC_mean_final,CD_mean_final,CC_mean_final,y,z,g,h,sia_sid,sia_sjd
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,0.0,0.0,1.0,0.2307033300002705,0.23220114875003012,0.2745440162498917,0.2625515049996146,0.9025641025641026,1.0,0.9025641025641026,0.9025641025641026,0.0,0.03780487804878049
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,0.25,0.25,1.0,0.2522550862498776,0.22944225750009958,0.24732504499979271,0.2709776112501694,1.0,1.0,1.0,1.0,0.0,0.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,0.5,0.5,1.0,0.2683556487497417,0.25300210625018243,0.24928064875003794,0.22936159625001779,1.0,1.0,1.0,1.0,1.0,1.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,0.75,0.75,1.0,0.2570502800001511,0.23813411374991528,0.20555543999986262,0.29926016624988744,1.0,1.0,1.0,1.0,1.0,1.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,1.0,1.0,1.0,0.21157761374981668,0.27574316624954515,0.2287570025001198,0.2839222175003644,1.0,-0.02564102564102564,-0.02564102564102564,-0.02564102564102564,0.0,0.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,0.0,0.0,1.0,0.22799799999988363,0.2564993837499444,0.270881364999711,0.24462125125019266,1.0,1.0,1.0,1.0,0.0,0.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,0.25,0.25,1.0,0.20119328624979177,0.2508555974998118,0.2788284687500905,0.26912264750004655,1.0,0.8051282051282052,0.8051282051282052,0.8051282051282052,1.0,1.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,0.5,0.5,1.0,0.23996791250010188,0.24601983500005117,0.22256043749994886,0.29145181499993866,1.0,1.0,1.0,1.0,1.0,1.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,0.75,0.75,1.0,0.28120102374984723,0.226752909999866,0.25752180625041693,0.23452425999990445,1.0,1.0,1.0,1.0,1.0,1.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,1.0,1.0,1.0,0.23108951624991853,0.21701494499983873,0.2735750762503175,0.27832046249985576,0.48717948717948717,-0.02564102564102564,0.48717948717948717,-0.02564102564102564,0.0,0.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,0.0,0.0,1.0,0.28910932999999894,0.2134157662498768,0.2673661912499541,0.23010871249976525,0.5192307692307693,1.0,0.5192307692307693,0.5192307692307693,0.0,0.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,0.25,0.25,1.0,0.27425796250002443,0.2804303250000033,0.24728415000009518,0.19802756249964654,1.0,1.0,1.0,1.0,0.0,0.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,0.5,0.5,1.0,0.3032647962500256,0.19385066374976864,0.20146338999985247,0.30142114999987707,1.0,1.0,1.0,1.0,1.0,1.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,0.75,0.75,1.0,0.22064262999998369,0.25294221124991834,0.2874143412500902,0.23900081750027147,1.0,1.0,1.0,1.0,0.0,0.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,1.0,1.0,1.0,0.24167588749976196,0.2715502700000532,0.22565288250007584,0.2611209600000184,0.48717948717948717,-0.02564102564102564,0.48717948717948717,-0.02564102564102564,0.0,0.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,0.0,0.0,1.0,0.2888213449999718,0.2038109087498209,0.2566605575000884,0.25070718874979125,0.8153846153846154,1.0,0.8153846153846154,0.8153846153846154,0.1,0.012195121951219513
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,0.25,0.25,1.0,0.21924897250016542,0.23655280124983866,0.25242467999986823,0.29177354625008833,1.0,1.0,1.0,1.0,0.0,0.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,0.5,0.5,1.0,0.2576641437500484,0.2836033662505856,0.2222824474999326,0.23645004249993298,1.0,1.0,1.0,1.0,0.0,0.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,0.75,0.75,1.0,0.293500171249823,0.24868361375019635,0.2366843699999003,0.22113184499972394,1.0,1.0,1.0,1.0,0.0,0.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,1.0,1.0,1.0,0.25185217750010763,0.2789428687499758,0.25174334375014734,0.21746160999971084,0.48717948717948717,-0.02564102564102564,0.48717948717948717,-0.02564102564102564,0.5,0.25609756097560976
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,0.0,0.0,1.0,0.20322878999994268,0.2676293887498847,0.29430888250001386,0.23483293874997407,1.0,1.0,1.0,1.0,0.0,0.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,0.25,0.25,1.0,0.2237158137500701,0.2631294724998403,0.2374630737501229,0.27569163999989166,1.0,1.0,1.0,1.0,0.0,0.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,0.5,0.5,1.0,0.24765168999966733,0.2688347199999667,0.25106813374995096,0.23244545625012414,1.0,1.0,1.0,1.0,0.0,0.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,0.75,0.75,1.0,0.29078342500003085,0.28116786124976206,0.25615708750021476,0.17189162624954166,0.7384615384615385,1.0,0.7384615384615385,0.7384615384615385,0.15,0.11097560975609756
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,1.0,1.0,1.0,0.25529066999981304,0.2150205312499528,0.2675176424998953,0.26217115625030496,1.0,-0.02564102564102564,-0.02564102564102564,-0.02564102564102564,1.0,1.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,0.0,0.0,1.0,0.289235801249778,0.23499050124987708,0.219018566249895,0.25675513125027183,1.0,1.0,1.0,1.0,0.0,0.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,0.25,0.25,1.0,0.29677286625002414,0.20328433249968003,0.24175926625002642,0.25818353499982616,1.0,1.0,1.0,1.0,0.0,0.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,0.5,0.5,1.0,0.2631923249998669,0.27914087249962916,0.2480862400004631,0.20958056249986548,1.0,1.0,1.0,1.0,0.0,0.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,0.75,0.75,1.0,0.17321156999972767,0.26384445625046693,0.3218419724997996,0.24110200125015877,1.0,1.0,1.0,1.0,1.0,1.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,1.0,1.0,1.0,0.24794212499985407,0.29121330250007516,0.22859071125002078,0.23225386125003783,0.48717948717948717,-0.02564102564102564,0.48717948717948717,-0.02564102564102564,0.0,0.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,0.0,0.0,1.0,0.2205228399998632,0.26272562875009675,0.23342910124984764,0.28332243000017865,0.95,1.0,0.95,0.95,0.0,0.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,0.25,0.25,1.0,0.24126819874996966,0.22509636875003008,0.2932328099999085,0.24040262249983693,1.0,1.0,1.0,1.0,0.0,0.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,0.5,0.5,1.0,0.3012978462497057,0.22298260000010844,0.21073888999987603,0.26498066374997253,1.0,1.0,1.0,1.0,0.0,0.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,0.75,0.75,1.0,0.28861559875000736,0.2500346387497918,0.22448154624986535,0.23686821624999269,1.0,0.015384615384615385,0.015384615384615385,0.015384615384615385,0.0,0.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,1.0,1.0,1.0,0.257838166250136,0.28874167500019926,0.20585574999983322,0.24756440874982752,0.48717948717948717,-0.02564102564102564,0.48717948717948717,-0.02564102564102564,0.0,0.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,0.0,0.0,1.0,0.2289532274998404,0.24912991125015244,0.2594646387499001,0.2624522225000787,1.0,1.0,1.0,1.0,0.0,0.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,0.25,0.25,1.0,0.27668333624988084,0.2515051000000996,0.24572419124982994,0.22608737249985728,1.0,1.0,1.0,1.0,1.0,1.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,0.5,0.5,1.0,0.22974831249999847,0.1764606037498209,0.33088486374972564,0.2629062200000453,1.0,1.0,1.0,1.0,1.0,1.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,0.75,0.75,1.0,0.28209663000001545,0.24114497749977304,0.181566174999854,0.2951922175004192,0.9025641025641026,1.0,0.9025641025641026,0.9025641025641026,0.0,0.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,1.0,1.0,1.0,0.26913590625000633,0.23900848250015547,0.232004162499917,0.2598514487498151,0.48717948717948717,-0.02564102564102564,0.48717948717948717,-0.02564102564102564,0.0,0.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,0.0,0.0,1.0,0.28536782124989846,0.2893779124999361,0.24513235375003237,0.18012191249963694,1.0,1.0,1.0,1.0,0.0,0.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,0.25,0.25,1.0,0.27040911624966324,0.22221117374997398,0.21298907874985976,0.29439063125030573,1.0,1.0,1.0,1.0,0.0,0.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,0.5,0.5,1.0,0.2180930237499123,0.2815003850001461,0.24408427874995767,0.25632231250000215,0.9025641025641026,1.0,0.9025641025641026,0.9025641025641026,0.0,0.05121951219512195
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,0.75,0.75,1.0,0.2391955625004782,0.2595158862498699,0.2802320987496183,0.22105645249981265,1.0,1.0,1.0,1.0,0.0,0.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,1.0,1.0,1.0,0.2063083674998295,0.29577111249966903,0.21913901499980296,0.2787815050001086,0.48846153846153845,-0.02564102564102564,0.4371794871794872,-0.03178137651821862,0.025,0.5073170731707317
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,0.0,0.0,1.0,0.2657703075000242,0.2158103799997828,0.23542784750010795,0.2829914649995409,1.0,1.0,1.0,1.0,1.0,1.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,0.25,0.25,1.0,0.21805585499980185,0.2814778712500443,0.218639157499735,0.2818271162500701,1.0,1.0,1.0,1.0,0.0,0.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,0.5,0.5,1.0,0.2468455312500082,0.22213657625017735,0.26880768749986284,0.26221020499997927,1.0,1.0,1.0,1.0,0.0,0.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,0.75,0.75,1.0,0.27810758999969165,0.2485040587500588,0.21955649124999033,0.2538318599999647,1.0,1.0,1.0,1.0,0.0,0.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.001,1.0,1.0,1.0,0.2479210799999258,0.28740532624998805,0.2851083024998245,0.1795652912496962,0.48717948717948717,-0.02564102564102564,0.48717948717948717,-0.02564102564102564,0.5,0.25609756097560976
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.005,0.0,0.0,1.0,0.24053526124985036,0.29500867124987185,0.1950233937497732,0.26943267374994084,0.95,1.0,0.95,0.95,0.0,0.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.005,0.25,0.25,1.0,0.2117807362499399,0.2650781812501344,0.27633212874995583,0.24680895374998435,1.0,1.0,1.0,1.0,0.0,0.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.005,0.5,0.5,1.0,0.2744180712499706,0.2548317912502211,0.25865513624970915,0.2120950012499216,1.0,0.13846153846153847,0.13846153846153847,0.13846153846153847,0.0,0.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.005,0.75,0.75,1.0,0.2736164825000364,0.2107470262499542,0.24738330749975648,0.2682531837500435,1.0,0.015384615384615385,0.015384615384615385,0.015384615384615385,1.0,1.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.005,1.0,1.0,1.0,0.2388773712500387,0.2653081812501193,0.24334894874992036,0.25246549875005136,0.48717948717948717,-0.02564102564102564,0.48717948717948717,-0.02564102564102564,0.5,0.25609756097560976
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.005,0.0,0.0,1.0,0.22584898374988255,0.24950525250008268,0.26180432999986825,0.2628414337501327,1.0,1.0,1.0,1.0,0.0,0.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.005,0.25,0.25,1.0,0.23629921000001294,0.2985687249997026,0.2590320649999693,0.20609999999985096,1.0,1.0,1.0,1.0,0.0,0.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.005,0.5,0.5,1.0,0.26444858624982126,0.27445561999977514,0.23284811625019283,0.22824767750005465,1.0,1.0,1.0,1.0,0.0,0.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.005,0.75,0.75,1.0,0.26316184124974024,0.2462362187499649,0.25828281000034364,0.23231912999979057,1.0,1.0,1.0,1.0,1.0,1.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.005,1.0,1.0,1.0,0.21014364874994215,0.27438688999980937,0.27364486624998824,0.24182459500009618,0.48717948717948717,-0.02564102564102564,0.48717948717948717,-0.02564102564102564,0.0,0.4878048780487805
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.005,0.0,0.0,1.0,0.3086786512501568,0.23973397500006877,0.19315136749993553,0.2584360062499544,1.0,0.9,0.9,0.9,0.0,0.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.005,0.25,0.25,1.0,0.26017299874985034,0.3412987087497879,0.18660092999975428,0.211927362499994,1.0,0.038461538461538464,0.038461538461538464,0.038461538461538464,1.0,1.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.005,0.5,0.5,1.0,0.2561702587501215,0.26041448874970113,0.24886204374996362,0.23455320875013802,1.0,1.0,1.0,1.0,0.0,0.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.005,0.75,0.75,1.0,0.22590800249986584,0.25812183000014394,0.29024089999976366,0.2257292675001314,1.0,1.0,1.0,1.0,0.0,0.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.005,1.0,1.0,1.0,0.2826956924999621,0.1998859637496624,0.28201761624967364,0.235400727500088,0.48717948717948717,-0.02564102564102564,0.48717948717948717,-0.02564102564102564,0.5,0.7439024390243902
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.005,0.0,0.0,1.0,0.24708709125012035,0.26606757000016285,0.2305268212498056,0.25631851749983603,1.0,1.0,1.0,1.0,0.0,0.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.005,0.25,0.25,1.0,0.310739614999815,0.21992985874980966,0.24718979250000436,0.22214073375001234,1.0,0.06666666666666667,0.06666666666666667,0.06666666666666667,1.0,1.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.005,0.5,0.5,1.0,0.23489184374991148,0.30421603750009946,0.22152017250003886,0.23937194625014788,1.0,1.0,1.0,1.0,0.0,0.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.005,0.75,0.75,1.0,0.22581119249990758,0.26543165124981044,0.271871610000028,0.23688554625009178,0.6423076923076924,1.0,0.6423076923076924,0.6423076923076924,0.4,0.41341463414634144
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.005,1.0,1.0,1.0,0.2598143900001287,0.18940153249985017,0.26198581499996104,0.2887982624996863,1.0,-0.02564102564102564,-0.02564102564102564,-0.02564102564102564,0.5,0.25609756097560976
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.005,0.0,0.0,1.0,0.22807454499987234,0.26646462249997055,0.23870551374990692,0.26675531874976327,1.0,0.015384615384615385,0.015384615384615385,0.015384615384615385,1.0,1.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.005,0.25,0.25,1.0,0.24136984374977397,0.2588546462499611,0.22620559624999176,0.27356991375011325,1.0,1.0,1.0,1.0,0.0,0.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.005,0.5,0.5,1.0,0.2899212099995876,0.20649270749980575,0.2739133250002301,0.22967275749991797,1.0,1.0,1.0,1.0,0.0,0.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.005,0.75,0.75,1.0,0.23777304999982832,0.23692466499995682,0.21048665624985927,0.31481562875021424,1.0,0.5512820512820513,0.5512820512820513,0.5512820512820513,1.0,1.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.005,1.0,1.0,1.0,0.21261300999982538,0.23589367999980576,0.2774421825001747,0.2740511274999544,1.0,-0.02564102564102564,-0.02564102564102564,-0.02564102564102564,0.0,0.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.005,0.0,0.0,1.0,0.24385433124977843,0.1810554087497238,0.27734462000024773,0.2977456399998324,1.0,0.3435897435897436,0.3435897435897436,0.3435897435897436,0.0,0.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.005,0.25,0.25,1.0,0.2489444712499659,0.2117338662498435,0.26469809125020743,0.2746235712497031,1.0,1.0,1.0,1.0,1.0,1.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.005,0.5,0.5,1.0,0.24986057749979476,0.30095357750003826,0.17467197499977594,0.2745138699999275,1.0,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.0,0.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.005,0.75,0.75,1.0,0.18696436374980174,0.3308009762497461,0.25889763625008766,0.22333702374984146,1.0,1.0,1.0,1.0,1.0,1.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.005,1.0,1.0,1.0,0.19054069874991944,0.2351363612499806,0.3142944187499162,0.26002852124999865,0.48717948717948717,-0.02564102564102564,0.48717948717948717,-0.02564102564102564,0.5,0.25609756097560976
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.005,0.0,0.0,1.0,0.26413694000016885,0.25521661625026565,0.22073562874990432,0.25991081499973606,0.6423076923076924,1.0,0.6423076923076924,0.6423076923076924,0.775,0.7573170731707317
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.005,0.25,0.25,1.0,0.22905895749984095,0.23892816250007512,0.30790726124985635,0.22410561874967325,1.0,1.0,1.0,1.0,0.0,0.0
