"M","K","u","v","CC","CD","DC","DD"
3,1,0.001,0.6249999999999997,0.2404406762468301,0.25564101437024517,0.24435898562975486,0.2595593237531699
3,2,0.001,0.001,0.1747343257552164,0.18404297726564933,0.31595702273435067,0.3252656742447836
3,2,0.001,0.0014953487812212204,0.17682223179806117,0.19030669539418354,0.30969330460581646,0.32317776820193883
3,2,0.001,0.0022360679774997894,0.17970571131469593,0.19895713394408784,0.3010428660559122,0.3202942886853041
3,2,0.001,0.0033437015248821097,0.1835443511400512,0.2104730534201536,0.2895269465798464,0.3164556488599488
3,2,0.001,0.004999999999999999,0.18839499999999998,0.225025,0.274975,0.311605
3,2,0.001,0.007476743906106102,0.19409430030516128,0.24212290091548383,0.25787709908451617,0.3059056996948387
3,2,0.001,0.011180339887498947,0.20015332472865263,0.2602999741859579,0.2397000258140421,0.29984667527134734
3,2,0.001,0.016718507624410548,0.20576844151295515,0.2771453245388655,0.22285467546113455,0.29423155848704485
3,2,0.001,0.024999999999999994,0.21004,0.28996,0.21004,0.28996
3,2,0.001,0.037383719530530504,0.21233932414457318,0.2968579724337196,0.20314202756628044,0.2876606758554268
3,2,0.001,0.05590169943749473,0.2125838936349257,0.2975916809047771,0.2024083190952229,0.2874161063650743
3,2,0.001,0.08359253812205272,0.21121554018623073,0.2934866205586923,0.2065133794413077,0.28878445981376927
3,2,0.001,0.12499999999999994,0.20893,0.28663,0.21336999999999998,0.29107
3,2,0.001,0.18691859765265248,0.20637880341213946,0.2789764102364184,0.2210235897635816,0.2936211965878605
3,2,0.001,0.27950849718747356,0.20400441598176888,0.2718532479453067,0.2281467520546933,0.2959955840182311
3,2,0.001,0.41796269061026353,0.2020219912270657,0.26590597368119717,0.23409402631880286,0.2979780087729343
3,2,0.001,0.6249999999999997,0.2004806762468301,0.2612820287404903,0.23871797125950972,0.2995193237531699
3,3,0.001,0.001,0.13012,0.151064465898474,0.348935534101526,0.36988
3,3,0.001,0.0014953487812212204,0.13012,0.16046004309127532,0.3395399569087247,0.36988
3,3,0.001,0.0022360679774997894,0.13012,0.17343570091613175,0.32656429908386825,0.36988
3,3,0.001,0.0033437015248821097,0.13011999999999999,0.19070958013023037,0.30929041986976963,0.36988
3,3,0.001,0.004999999999999999,0.13012,0.2125375,0.2874625,0.36988
3,3,0.001,0.007476743906106102,0.13012,0.23818435137322574,0.26181564862677426,0.36988
3,3,0.001,0.011180339887498947,0.13011999999999996,0.2654499612789369,0.23455003872106311,0.36988000000000004
3,3,0.001,0.016718507624410548,0.13012,0.2907179868082982,0.2092820131917018,0.36988
3,3,0.001,0.024999999999999994,0.13011999999999999,0.30994,0.19006,0.36988
3,3,0.001,0.037383719530530504,0.13011999999999996,0.3202869586505793,0.17971304134942065,0.36988000000000004
3,3,0.001,0.05590169943749473,0.13012,0.32138752135716564,0.17861247864283433,0.36988
3,3,0.001,0.08359253812205272,0.13011999999999996,0.31522993083803846,0.18477006916196154,0.36988000000000004
3,3,0.001,0.12499999999999994,0.13012,0.304945,0.19505499999999998,0.36988
3,3,0.001,0.18691859765265248,0.13012,0.2934646153546276,0.20653538464537238,0.36988
3,3,0.001,0.27950849718747356,0.13012,0.28277987191796006,0.21722012808203994,0.36988
3,3,0.001,0.41796269061026353,0.13012,0.2738589605217957,0.22614103947820427,0.36988
3,3,0.001,0.6249999999999997,0.13011999999999996,0.26692304311073545,0.23307695688926458,0.36988000000000004
