generations,N,M,K,P,b,c,β,u,v,p1,p2,ϵ,DD_mean_final,DC_mean_final,CD_mean_final,CC_mean_final,y,z,g,h,sia_sid,sia_sjd
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.125,0.0,0.0,1.0,0.25438777250011746,0.2794563737500946,0.2337205999999148,0.2324352537500383,0.9805190995452471,0.14865596372788087,0.14802666430412334,0.14592889686066077,0.2324352537500383,0.2324474445721809
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.125,0.25,0.25,1.0,0.27339334624996575,0.23276626624976052,0.2842016962500225,0.20963869124985862,0.9800470592245374,0.14870246039394694,0.1483388597523283,0.14610418374955939,0.20963869124985862,0.2102092114624307
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.125,0.5,0.5,1.0,0.2819707012499963,0.19909712999981527,0.3297984424998299,0.18913372624977878,0.9796721349304056,0.14699607552184682,0.14667038699574494,0.14434181876952337,0.18913372624977878,0.1897243828654103
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.125,0.75,0.75,1.0,0.2139558549998264,0.25029821250010054,0.28263936375032284,0.25310656874960846,0.9804981601219325,0.13786033475030182,0.13767504180123485,0.1354004488918874,0.25310656874960846,0.2529038119503971
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.125,1.0,1.0,1.0,0.21583513749995534,0.2863600812500626,0.22959317250003614,0.2682116087502122,0.7692673046733594,-0.025641025637742818,0.19564165249011023,-0.025399593063623497,0.2682116087502122,0.2582233073067913
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.125,0.0,0.0,1.0,0.2005327324998838,0.28255209250002133,0.2885014974995939,0.2284136774999598,0.9808791385841608,0.15041715526662003,0.1497482348813498,0.14771434534955052,0.2284136774999598,0.2290982489015792
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.125,0.25,0.25,1.0,0.26509771999997167,0.3132376762496919,0.21316946249997254,0.208495141249763,0.9820953190328041,0.14936280154822557,0.14894776597076845,0.14696510877354177,0.208495141249763,0.2084562216452382
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.125,0.5,0.5,1.0,0.2327367862496463,0.2282609224998116,0.26670974750002313,0.27229254375011896,0.9800662182645827,0.1454625294959846,0.1452254107135203,0.14289579015926482,0.27229254375011896,0.2720352645720666
