generations,N,M,K,P,b,c,β,u,v,p1,p2,ϵ,DD_mean,DC_mean,CD_mean,CC_mean,DD_var,DC_var,CD_var,CC_var,set_1_mean,set_2_mean,set_3_mean,set_1_var,set_2_var,set_3_var,opinion_-13_mean,opinion_-12_mean,opinion_-11_mean,opinion_-10_mean,opinion_-9_mean,opinion_-8_mean,opinion_-7_mean,opinion_-6_mean,opinion_-5_mean,opinion_-4_mean,opinion_-3_mean,opinion_-2_mean,opinion_-1_mean,opinion_0_mean,opinion_1_mean,opinion_2_mean,opinion_3_mean,opinion_4_mean,opinion_5_mean,opinion_6_mean,opinion_7_mean,opinion_8_mean,opinion_9_mean,opinion_10_mean,opinion_11_mean,opinion_12_mean,opinion_13_mean,opinion_-13_var,opinion_-12_var,opinion_-11_var,opinion_-10_var,opinion_-9_var,opinion_-8_var,opinion_-7_var,opinion_-6_var,opinion_-5_var,opinion_-4_var,opinion_-3_var,opinion_-2_var,opinion_-1_var,opinion_0_var,opinion_1_var,opinion_2_var,opinion_3_var,opinion_4_var,opinion_5_var,opinion_6_var,opinion_7_var,opinion_8_var,opinion_9_var,opinion_10_var,opinion_11_var,opinion_12_var,opinion_13_var,total_means_mean,total_means_var,total_vars_mean,total_vars_var,total_cooperation_mean,total_cooperation_var,party_cooperation_mean,enemy_cooperation_var,cityblock_ind_mean,cityblock_ind_var,cityblock_party_mean,cityblock_party_var,cityblock_enemy_mean,cityblock_enemy_var,cityblock_ind-party_mean,hamming_ind_mean,hamming_ind_var,hamming_party_mean,hamming_party_var,hamming_enemy_mean,hamming_enemy_var,hamming_ind-party_mean,DD_mean_final,DC_mean_final,CD_mean_final,CC_mean_final
2.0e7,40.0,3.0,2.0,2.0,1.0,0.2,0.001,0.001,0.001,0.0,0.0,1.0,0.35175958462446755,0.26867972118445993,0.17549989580556136,0.20406079838551122,0.22001617375761065,0.18911425237208573,0.13837850513889197,0.15587686550583396,25.55253202485933,25.773049234830598,28.67441874031007,356.4164495112108,354.59945979177195,313.0433787818941,0.0,0.0734838903620061,0.0,0.08900141172214379,0.0,0.05022735415403588,0.0,0.06627345326258592,0.0,0.10958969530057248,0.0,0.04917771115679383,0.0,0.0,0.0,0.054741912236560435,0.0,0.14767738068458997,0.0,0.09494771278068263,0.0,0.1153431685920462,0.0,0.1011018346610092,0.0,0.04843447508697361,0.0,0.0,0.06564641790449342,0.0,0.07818888063250704,0.0,0.04566747424758575,0.0,0.05984769411392016,0.0,0.0942352204819887,0.0,0.044689391618798535,0.0,0.0,0.0,0.049396611524036,0.0,0.12224842238366042,0.0,0.08318201137160208,0.0,0.09913467063669977,0.0,0.08818838287003461,0.0,0.043695249131610554,0.0,0.05027738609570078,2.1987853804180606,0.07778633584947707,0.13906392442676346,0.38263631602108794,0.22161417698495023,0.1864127606012853,0.19622355541980266,0.09540794598160984,0.10367998434743572,0.09542272101452719,0.10386299274337978,0.09539390970033834,0.10376226556430601,-1.4775032917355727e-5,0.04684169098742742,0.030931875709037854,0.04684759125700516,0.03098479935188294,0.04683608573132857,0.030958686137611033,-5.90026957773991e-6,0.3554178312499572,0.2735442574999215,0.16620970874978172,0.20482820249978978
2.0e7,40.0,3.0,2.0,2.0,1.0,0.2,0.001,0.001,0.001,0.25,0.25,1.0,0.2928161281768818,0.31808126288437427,0.15148622769520959,0.23761638124353435,0.20009894614942858,0.2099734907615654,0.122837772168782,0.17417887604741927,26.648975186168045,25.88821845065453,27.462806363177425,343.14491340656207,352.63760966230944,332.33593331385856,0.0,0.09452691002628279,0.0,0.11790756983846834,0.0,0.07969161223935488,0.0,0.05522277609873467,0.0,0.11324955065280273,0.0,0.04348113925104782,0.0,0.0,0.0,0.07900187061100719,0.0,0.09804305983094112,0.0,0.05611647327130704,0.0,0.057777082901273175,0.0,0.09741827375454036,0.0,0.10756368152423991,0.0,0.0,0.08265495448586435,0.0,0.10005010784827587,0.0,0.07098580616920602,0.0,0.050290289448584845,0.0,0.09689396519635712,0.0,0.03989280403550823,0.0,0.0,0.0,0.07031224402377857,0.0,0.08501461625301752,0.0,0.050584083440143,0.0,0.0523327198254088,0.0,0.08478863083505653,0.0,0.09268440144778825,0.0,-0.04531803081566496,2.4210704773577834,0.0940637084494521,0.18473989672929503,0.39280179568181106,0.22466883251346814,0.19137022117103378,0.20143157451077728,0.10147573894935355,0.11197953964713163,0.10106271748481979,0.1112128514471203,0.1018681093406606,0.11308663294229747,0.00041302146453374607,0.04783094150226964,0.03170411405422838,0.047648222206677714,0.031502798987394796,0.04800452483308195,0.03199985889669255,0.00018271929559191834,0.2860913224999131,0.3170768187496063,0.16432746874951576,0.23250439000002887
2.0e7,40.0,3.0,2.0,2.0,1.0,0.2,0.001,0.001,0.001,0.5,0.5,1.0,0.3230639070520051,0.2961306391038534,0.20812719954848896,0.17267825429565253,0.2106018463702773,0.20111084936486812,0.15848090570716278,0.1368524817535293,27.435148364713978,24.48288991761723,28.081961717668793,331.9128323901671,366.9404447033979,322.3309131097968,0.0,0.07988414695088072,0.0,0.1564274857540286,0.0,0.016016139387992255,0.0,0.027191967933779558,0.0,0.1126380437423309,0.0,0.06221201459933253,0.0,0.0,0.0,0.035043243886486455,0.0,0.10422798865400063,0.0,0.04007430194031656,0.0,0.07666863185174266,0.0,0.13881549506580584,0.0,0.15080054023330333,0.0,0.0,0.07027000392668138,0.0,0.12724953214680879,0.0,0.014731840035686805,0.0,0.02515741406103257,0.0,0.09650723303593804,0.0,0.05640369665641826,0.0,0.0,0.0,0.03231745227441062,0.0,0.08916729418039301,0.0,0.0370686314500547,0.0,0.0690351115356442,0.0,0.11575721573131624,0.0,0.12350897604502148,0.0,0.08978869501173914,2.8514176084113103,0.1145593249746244,0.25147583935848167,0.3839753424305937,0.22250145060240994,0.18707831368861103,0.19689702874198264,0.10109764253161245,0.11098193295164378,0.09980075468943175,0.1082646995856992,0.10232968598168413,0.11420627289348077,0.0012968878421806957,0.0488718309031319,0.0319988114678355,0.04821347539164903,0.031162131386356196,0.04949726863904063,0.03298501118477578,0.000658355511482874,0.31320359624982924,0.2924051612500101,0.2109033637497269,0.18348787874989123
2.0e7,40.0,3.0,2.0,2.0,1.0,0.2,0.001,0.001,0.001,0.75,0.75,1.0,0.3699722988904278,0.3177620670687741,0.17126508215193986,0.14100055188885824,0.22469610524098185,0.2089518971850837,0.13561658195039325,0.11519945267225096,28.97473950140336,25.214164321435316,25.811096177161325,305.86609574050846,359.6742414186539,352.576854288179,0.0,0.17943716086460218,0.0,0.1717028418498421,0.0,0.012921220115487773,0.0,0.008300710649960519,0.0,0.11427727976237334,0.0,0.025898449950086118,0.0,0.0,0.0,0.027459806807788506,0.0,0.10799597594466799,0.0,0.04543057386496812,0.0,0.0055518830248953875,0.0,0.17946994697389182,0.0,0.12155415019143612,0.0,0.0,0.1419479172968123,0.0,0.1372893834697511,0.0,0.012115201262840561,0.0,0.007710051532211086,0.0,0.09693714316015134,0.0,0.024334997093197884,0.0,0.0,0.0,0.025624054593187763,0.0,0.09192859467764034,0.0,0.04216613635058094,0.0,0.0049386833987210225,0.0,0.14216873908682948,0.0,0.10251952493788158,0.0,-0.11279441873364343,3.355380966867952,0.13297031896603642,0.32514558115247794,0.3154187860355453,0.20164853304748542,0.15368533183728944,0.16173345419825585,0.10325041605873757,0.11505318002533517,0.09948657078875778,0.10662738492844209,0.1068260690652184,0.12499828016741714,0.0037638452699798068,0.05176995851990259,0.03413882731980645,0.049881479684947036,0.03164073069631672,0.053564013413110366,0.037095968236852156,0.0018884788349555546,0.34726398999975217,0.3378929962499286,0.16494559874989073,0.14989741499968212
2.0e7,40.0,3.0,2.0,2.0,1.0,0.2,0.001,0.001,0.001,1.0,1.0,1.0,0.26508354360646985,0.28954701030294383,0.25478046084552997,0.19058898524505635,0.09082421815796546,0.0969254611461563,0.09935758344283473,0.0803261324144174,26.263750040902774,28.998364833424176,24.73788512567305,179.12150841205914,159.60945093734122,204.36125678883963,0.0,0.17139785992234113,0.0,0.13623586187578546,0.0,0.0,0.0,0.0,0.0,0.19236627820187344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15103997077555717,0.0,0.0,0.0,0.0,0.0,0.13880501728861014,0.0,0.21015501193583266,0.0,0.0,0.055161537676417835,0.0,0.048618387518950236,0.0,0.0,0.0,0.0,0.0,0.058018745871604716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05161167439822591,0.0,0.0,0.0,0.0,0.0,0.04907904985512903,0.0,0.05976420083102064,0.0,0.0,0.0,4.102564102564101,7.888609490466176e-31,0.4621614638312026,0.05965497978089483,0.26465320647420726,0.1975082573569953,2.0647367501072176,0.0023496602626146917,0.027617539693762412,0.009899815123094022,4.0,0.0,2.037119210413455,0.6593014414348201,0.23893224578533917,0.027617539693762412,0.009899815123094022,1.2594011480888252,0.8973706914305349,0.6316839017410576,0.262233795000069,0.2856079937500379,0.25021432375007047,0.20194388749978762
2.0e7,40.0,3.0,2.0,2.0,1.0,0.2,0.001,0.001,0.001,0.0,0.0,1.0,0.2789467997807334,0.2876087020772944,0.22545515691915793,0.20798934122281434,0.19331138152062546,0.19754021124809384,0.16775164821411181,0.15745339250661267,26.818089232328376,25.791986344889647,27.389924422781977,341.11318158187794,353.961908539106,333.66344949162703,0.0,0.09290856289396873,0.0,0.08865539785247789,0.0,0.061532028525998414,0.0,0.09057837413453478,0.0,0.08721824515454193,0.0,0.0894194269766985,0.0,0.0,0.0,0.0711291724372682,0.0,0.08178092462328197,0.0,0.08907254921819172,0.0,0.11631143520492027,0.0,0.08870147979436224,0.0,0.04269240318375538,0.0,0.0,0.08145203662114406,0.0,0.07795698242551997,0.0,0.05535686769263179,0.0,0.07938376813473084,0.0,0.07677339610899431,0.0,0.07856683122522364,0.0,0.0,0.0,0.06316919023481386,0.0,0.07262938676703216,0.0,0.07829875612527733,0.0,0.09967386317788555,0.0,0.07762737506601518,0.0,0.03886519374802672,0.0,-0.11121479659917799,1.8433893940246957,0.07391798093618054,0.12513979225866417,0.43593478840279015,0.23042609125433483,0.2123767376640739,0.22355805073871626,0.09920232297878832,0.10521952277956445,0.09921962431236005,0.10543018670011733,0.09918588671189518,0.10527838788896175,-1.7301333571727504e-5,0.04694498457143248,0.030612012320438437,0.046944712889036413,0.030656261450144825,0.046945242669708745,0.03064765931130128,2.7168239606303224e-7,0.28240102500005754,0.28255560874975605,0.21854518124998887,0.21649818499981566
2.0e7,40.0,3.0,2.0,2.0,1.0,0.2,0.001,0.001,0.001,0.25,0.25,1.0,0.3537562220135432,0.2955244946930836,0.20005271249707154,0.1506665707963016,0.2207574773926234,0.2012223398511349,0.1535601298950036,0.12224163134307103,26.206770821846064,26.200602266633208,27.59262691152073,347.58565343596905,347.19290967283047,329.1085173797856,0.0,0.08290319122760048,0.0,0.11082949106502828,0.0,0.07202601544299915,0.0,0.03294798150288991,0.0,0.11148279797317788,0.0,0.06380501589972135,0.0,0.0,0.0,0.03963640057575552,0.0,0.1299065150051936,0.0,0.06510848943841725,0.0,0.0592868480951751,0.0,0.1028425887309673,0.0,0.12922466504307414,0.0,0.0,0.07303845074550552,0.0,0.09509742170009035,0.0,0.06430742968619667,0.0,0.029997957329575813,0.0,0.09549226093365971,0.0,0.05741483069208741,0.0,0.0,0.0,0.03641799156489578,0.0,0.10893581260222193,0.0,0.0583404371800411,0.0,0.05358804337127684,0.0,0.0883886731610799,0.0,0.10850919612789338,0.0,0.11351657702685682,2.5573553888019935,0.10104178071135407,0.19749069986675136,0.3537103098753787,0.2141879981150912,0.17232378887331262,0.18138652100206612,0.10543106123673593,0.11349530051500492,0.10496132662495553,0.11262245580000324,0.10587730911792727,0.11472457995227996,0.00046973461178037666,0.05319682111869512,0.035322895676504214,0.0529569596310461,0.03504825314248637,0.053424689531961694,0.03570892900512476,0.0002398614876490211,0.3519797149996058,0.3039160012499351,0.19941716874981985,0.14468711499981202
2.0e7,40.0,3.0,2.0,2.0,1.0,0.2,0.001,0.001,0.001,0.5,0.5,1.0,0.3380527201081822,0.32854158452546756,0.1868840312842205,0.14652166408212974,0.21551573770359003,0.21254052637974108,0.14518554434120065,0.11880880173412586,25.895409728032792,27.333174981490277,26.771415290476927,351.53421315217986,332.524409314431,339.92595919433603,0.0,0.1689362156146547,0.0,0.13630015631665798,0.0,0.03223598709800072,0.0,0.040507253305152584,0.0,0.1410489824417232,0.0,0.025671763851568677,0.0,0.0,0.0,0.03581924384337534,0.0,0.150074766662513,0.0,0.022425376531923523,0.0,0.04898656255630208,0.0,0.09914791949178225,0.0,0.098845772286346,0.0,0.0,0.13594540978771866,0.0,0.11300047774484723,0.0,0.029939020939197605,0.0,0.03740154553295901,0.0,0.11669409000938691,0.0,0.023818590122191546,0.0,0.0,0.0,0.033417365970043376,0.0,0.12287641822939034,0.0,0.0205176763483516,0.0,0.044895204298657315,0.0,0.0851848327087672,0.0,0.08493553817497768,0.0,-0.1964337918647893,3.0126025622977184,0.1294632017819589,0.29936094906647875,0.33739354894767015,0.20812507868484495,0.16437284893072454,0.1730207000169456,0.10714790530089986,0.1182781389584034,0.10580340201677005,0.1154044960202367,0.10842518342082313,0.12166346337482638,0.0013445032841297854,0.05337448592363967,0.03522237650262171,0.05272119970262341,0.03439807195119149,0.05399510783360512,0.03619628318890004,0.000653286221016263,0.3427896274998241,0.3314913149995277,0.18590442249972686,0.13981463499969235
2.0e7,40.0,3.0,2.0,2.0,1.0,0.2,0.001,0.001,0.001,0.75,0.75,1.0,0.3091226342154092,0.3626614590188078,0.17059190024489443,0.1576240065208885,0.20609268729729283,0.22290611421744205,0.13511329601658062,0.12649495080606246,27.850914452726975,25.406259144096715,26.74282640317631,324.2807376094706,356.39162688755744,341.0635435707557,0.0,0.14872674173740325,0.0,0.16361254646596965,0.0,0.016248800486177755,0.0,0.023837626453465197,0.0,0.12589287078372938,0.0,0.01135807575788468,0.0,0.0,0.0,0.017834657342519034,0.0,0.14864153479769254,0.0,0.008867998118444548,0.0,0.020838484953417502,0.0,0.16414368949201724,0.0,0.14999697361127926,0.0,0.0,0.1218361092299733,0.0,0.13179866912397287,0.0,0.015184056850036855,0.0,0.022411681214052133,0.0,0.10548645531644152,0.0,0.010682380462077824,0.0,0.0,0.0,0.0168414581048041,0.0,0.12168805544024719,0.0,0.008196438153613407,0.0,0.019577584742943827,0.0,0.13199625315449542,0.0,0.1226895413450076,0.0,0.049100077827773425,3.4603415001400384,0.14492851488288877,0.358244585681317,0.3327525760853235,0.20673497209962788,0.1621065830619313,0.17064599302339217,0.10813472647114769,0.12352658227496381,0.10409567374907076,0.1141922802740149,0.11197182655712073,0.13461743528870151,0.004039052722076919,0.05376146809587286,0.03545239418853952,0.05175904975607619,0.03279852671677544,0.05566376551867969,0.03860791151808951,0.0020024183397966723,0.3087267774997774,0.34187685500009235,0.16664711124976792,0.18274925624964364
2.0e7,40.0,3.0,2.0,2.0,1.0,0.2,0.001,0.001,0.001,1.0,1.0,1.0,0.30525460665252185,0.28389965089446384,0.2279225970598557,0.18292314539315857,0.1015314343504489,0.100927797702612,0.08157958821761789,0.07433060525664685,24.34196936989059,28.67936240670209,26.978668223407322,205.49945811022653,156.82550102805254,192.90711595528217,0.0,0.13807717427349034,0.0,0.15731208153821769,0.0,0.0,0.0,0.0,0.0,0.204610744188292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18684002156444326,0.0,0.0,0.0,0.0,0.0,0.12570385829423011,0.0,0.18745612014132665,0.0,0.0,0.04900567160074228,0.0,0.052943441134219206,0.0,0.0,0.0,0.0,0.0,0.05938097048129353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05744681047878763,0.0,0.0,0.0,0.0,0.0,0.04606938659736302,0.0,0.057564873291571776,0.0,0.0,0.0,4.102564102564101,7.888609490466176e-31,0.4319574957405924,0.060585086310898574,0.24003368345939136,0.19192381228120106,2.063713764124164,0.002158792571145214,0.02551772636012631,0.009095632965960849,4.0,0.0,2.0381960377640373,0.6434386099799061,0.24300121716301376,0.02551772636012631,0.009095632965960849,1.2304634494186972,0.91370624794518,0.6179208836197799,0.30627871874994317,0.27375441000010986,0.2387742837501361,0.18119258749976652
