generations,N,M,K,P,b,c,β,u,v,p1,p2,ϵ,DD_mean,DC_mean,CD_mean,CC_mean,DD_var,DC_var,CD_var,CC_var,set_1_mean,set_2_mean,set_1_var,set_2_var,opinion_-4_mean,opinion_-3_mean,opinion_-2_mean,opinion_-1_mean,opinion_0_mean,opinion_1_mean,opinion_2_mean,opinion_3_mean,opinion_4_mean,opinion_-4_var,opinion_-3_var,opinion_-2_var,opinion_-1_var,opinion_0_var,opinion_1_var,opinion_2_var,opinion_3_var,opinion_4_var,total_means_mean,total_means_var,total_vars_mean,total_vars_var,total_cooperation_mean,total_cooperation_var,party_cooperation_mean,enemy_cooperation_var,cityblock_ind_mean,cityblock_ind_var,cityblock_party_mean,cityblock_party_var,cityblock_enemy_mean,cityblock_enemy_var,cityblock_ind-party_mean,hamming_ind_mean,hamming_ind_var,hamming_party_mean,hamming_party_var,hamming_enemy_mean,hamming_enemy_var,hamming_ind-party_mean,DD_mean_final,DC_mean_final,CD_mean_final,CC_mean_final
2.0e7,40.0,2.0,1.0,2.0,1.0,0.2,0.001,0.001,0.001,0.0,0.0,1.0,0.3069165746157459,0.2891132006048222,0.18233477320362368,0.22163545157580822,0.2053313168262605,0.19823803252290007,0.14287895002267373,0.16602994915355015,19.82369973201668,20.17630026798332,385.985425380449,385.985425380449,0.0,0.2619068396162867,0.0,0.2483719764793346,0.0,0.25603553022024833,0.0,0.23368565368413036,0.0,0.0,0.18619963518330912,0.0,0.18001746367121332,0.0,0.1832920318868256,0.0,0.17220828653394374,0.0,-0.020557632191242646,0.9604419029018775,0.040139009450966705,0.026862818471301703,0.40589831060956416,0.22861004911757676,0.19774553741603887,0.20815277319352524,0.05709869540334883,0.03753474491139481,0.05710172899142441,0.03759674644322296,0.057095813494677024,0.037569985780829276,-3.0335880755814357e-6,0.035855164817163214,0.023603192668923075,0.03586570590219762,0.023653269303514732,0.03584515078638051,0.02361293828816415,-1.0541085034416848e-5,0.2977635775001867,0.2953025474997597,0.18358816124976826,0.22334571374974907
2.0e7,40.0,2.0,1.0,2.0,1.0,0.2,0.001,0.001,0.001,0.25,0.25,1.0,0.28883902145338775,0.28498225500098584,0.2317726635126298,0.19440606003299668,0.19840798751623934,0.19639972548233714,0.1714607867208409,0.15087473272974047,18.11751410458255,21.88248589541745,382.41902476779035,382.41902476779035,0.0,0.21891205311599707,0.0,0.27241087236606265,0.0,0.2746512750193736,0.0,0.2340257994985667,0.0,0.0,0.164146874956234,0.0,0.19111377766772272,0.0,0.19209033227977013,0.0,0.172537119036108,0.0,0.01735414903588061,0.9628288698833978,0.0378154021726486,0.025146200431388214,0.42778810442235515,0.23256077774754635,0.20842764955816306,0.2193604548641921,0.05698537019596947,0.0376240802547806,0.056756318484298095,0.03736073967762417,0.05720296932205727,0.03800006365367424,0.0002290517116713666,0.0359929316186263,0.023679258563377745,0.0358550664291045,0.023527298685957224,0.03612390354867203,0.02390145395324311,0.0001378651895218098,0.3066373924997448,0.26703920874982534,0.2248747662501075,0.20144863249973674
2.0e7,40.0,2.0,1.0,2.0,1.0,0.2,0.001,0.001,0.001,0.5,0.5,1.0,0.27180218212210105,0.32971640668242186,0.23602998549833412,0.16245142569714302,0.19108169225886276,0.21321343602760354,0.173705786357592,0.13013755355199536,18.257600263466653,21.742399736533347,382.4714701561309,382.4714701561309,0.0,0.21085444939697504,0.0,0.2659969741112792,0.0,0.27756301930205446,0.0,0.24558555718969124,0.0,0.0,0.1600899741856319,0.0,0.18784147402728849,0.0,0.1936231128066924,0.0,0.17853135495053638,0.0,0.04629715298349149,0.9618357771176553,0.03694446148029345,0.02456967627224996,0.4001434345345234,0.22772079272198872,0.19498950345000562,0.20515393108451774,0.0560956705302975,0.03710115291642576,0.05540930510883977,0.03622549944162159,0.05674771768068235,0.038141454702183386,0.0006863654214577321,0.03716049807797803,0.024576114154809574,0.03669449766901914,0.02397839619906989,0.03760319846648897,0.025286703780978702,0.000466000408958892,0.26075386000008555,0.34002105250004283,0.2272603712502076,0.1719647162498213
2.0e7,40.0,2.0,1.0,2.0,1.0,0.2,0.001,0.001,0.001,0.75,0.75,1.0,0.23099412188921545,0.3013256860374619,0.197923604282022,0.2697565877913007,0.17020618959800343,0.2029866901953214,0.15262106153197177,0.18927952131438233,21.02495860972452,18.97504139027548,385.5116372344326,385.5116372344326,0.0,0.2804648538630637,0.0,0.1944151266991596,0.0,0.27996090805772733,0.0,0.24515911138004937,0.0,0.0,0.19471357061365177,0.0,0.15065087193153626,0.0,0.1945798501537644,0.0,0.1783358737821785,0.0,0.05024003887555338,0.9607757887702241,0.03764123394870638,0.025000256361189136,0.46900012038585076,0.23714373860207588,0.22866968393843148,0.24033043644741928,0.0549353799964675,0.035819550717600845,0.05297100904547026,0.0332441383252138,0.05680153239991487,0.03884697474610953,0.001964370950997236,0.034456010336489463,0.022381454266084434,0.03320608353533454,0.020742460254770938,0.03564344079758662,0.02430793484086145,0.001249926801154914,0.2345829449999502,0.29316960625007427,0.21662774499980886,0.25561970375007553
2.0e7,40.0,2.0,1.0,2.0,1.0,0.2,0.001,0.001,0.001,1.0,1.0,1.0,0.26008463971752005,0.24465618363021202,0.2435240156375547,0.25173516101471327,0.09523562916806229,0.08837783820835284,0.09699359867281855,0.09690250747997463,20.20354037758109,19.79645962241891,203.39491303461475,203.39491303461475,0.0,0.25294311650316015,0.0,0.24705688349683982,0.0,0.247854607063633,0.0,0.25214539293636706,0.0,0.0,0.06135510723143425,0.0,0.06135510723143425,0.0,0.06136094746250399,0.0,0.061360947462504006,0.0,0.0,0.0,1.0256410256410253,4.93038093154136e-32,0.4856543144643962,0.09327150632422868,0.35456794252096463,0.13108637194343153,1.0349566665764813,0.0016102206258385636,0.01912157876225147,0.006784336764267184,2.0,0.0,1.01583508781423,0.5040094091789644,0.25509127398844655,0.01912157876225147,0.006784336764267184,0.9646528480748418,0.9627172098758119,0.48488783041671296,0.2620092874999775,0.24799500749999737,0.23148567250002128,0.25851003250008464
2.0e7,40.0,2.0,1.0,2.0,1.0,0.2,0.001,0.001,0.001,0.0,0.0,1.0,0.25675538990247837,0.3173206476488529,0.22105894327450315,0.2048650191741656,0.1836036967533414,0.20936192101641288,0.16540703018907907,0.15624130471212003,19.147245991819666,20.852754008180334,385.0874976166885,385.0874976166885,0.0,0.24532658637074514,0.0,0.2634243895319784,0.0,0.25789446067253,0.0,0.23335456342474648,0.0,0.0,0.17903352816216983,0.0,0.1877211552348485,0.0,0.18442402054278306,0.0,0.1725467480716597,0.0,-0.017501951805447138,0.9657546759715374,0.034809291655894053,0.02296356039342814,0.4277195039442221,0.23256533248146918,0.208372200936382,0.21934730300784,0.05278592840647977,0.03463001937180487,0.052795355546456854,0.03468998523939707,0.05277697262350153,0.034658060242064345,-9.427139977094294e-6,0.036372652252801375,0.024031079484254383,0.03637947838827459,0.024074590996368897,0.036366167424101814,0.02404848174341008,-6.826135473221569e-6,0.258419237499847,0.31904321500016763,0.2189495700000167,0.20358797749977192
2.0e7,40.0,2.0,1.0,2.0,1.0,0.2,0.001,0.001,0.001,0.25,0.25,1.0,0.28741545208803043,0.2897813533454804,0.2044302247538764,0.2183729698126128,0.197530305568664,0.19850241237974892,0.15568698199642864,0.16384338101012233,19.6100447438864,20.3899552561136,385.9552242786702,385.9552242786702,0.0,0.23991601583799915,0.0,0.28101898716561186,0.0,0.2287298942372281,0.0,0.250335102759161,0.0,0.0,0.17556092565360454,0.0,0.19486856370120972,0.0,0.17015091504098395,0.0,0.1806312145811346,0.0,-0.04187000600722192,0.9616904165273388,0.037493886663445046,0.024621999778223807,0.42378464807098915,0.23157791598727534,0.20647566936180944,0.21730897870917962,0.05594261968409948,0.03658040827109972,0.055722190471574215,0.03634863646398166,0.056152027435998474,0.03692241468965742,0.00022042921252526313,0.035622389901320224,0.02324692242588838,0.03548636381800903,0.02310409273142145,0.03575161468046585,0.0234590559656185,0.00013602608331119185,0.2679939362500603,0.2948522862498862,0.23386354374992685,0.20329023374985816
2.0e7,40.0,2.0,1.0,2.0,1.0,0.2,0.001,0.001,0.001,0.5,0.5,1.0,0.3093291717039349,0.2656752269069318,0.2269119665604463,0.19808363482868696,0.2059165436338166,0.18772753502554324,0.1689994682031131,0.15251868764849286,18.625370520812748,21.374629479187252,383.2590394677492,383.2590394677492,0.0,0.2404555991413556,0.0,0.3131901923227671,0.0,0.22117554465691422,0.0,0.2251786638789631,0.0,0.0,0.17614738853913306,0.0,0.20795248760154497,0.0,0.16560319145718277,0.0,0.1673257579403277,0.0,-0.10729158292824541,0.9511388647598914,0.03830738903990289,0.025597725537026734,0.42646897084289853,0.2321505236006486,0.20783675325529144,0.21863221758760704,0.05628752892419711,0.03705600709772664,0.055591039309269744,0.036181921022934854,0.05694919405837811,0.03809764828814505,0.0006964896149273657,0.03808045030607185,0.025255192735503168,0.03762487510271162,0.024682243136225746,0.03851324674926407,0.025939443953537516,0.0004555752033602323,0.3001099112499502,0.253463153749876,0.24582221125020706,0.20060472374962743
2.0e7,40.0,2.0,1.0,2.0,1.0,0.2,0.001,0.001,0.001,0.75,0.75,1.0,0.37115062799163184,0.21164841740842125,0.18321495371028035,0.23398600088966662,0.22517618386209573,0.15975096044073006,0.1432940347053999,0.17215908230435828,20.825838065231217,19.174161934768783,385.91599845212573,385.91599845212573,0.0,0.29230381848312115,0.0,0.16346430480753862,0.0,0.31588974356168087,0.0,0.2283421331476593,0.0,0.0,0.20054811409926865,0.0,0.13134932012486703,0.0,0.2090385189521838,0.0,0.16947099445095828,0.0,0.08846375341868039,0.9586036143129768,0.034431387973185,0.022374379007477182,0.4183038524087066,0.23100206226759687,0.20397959337115765,0.21432425903754893,0.05231698612483981,0.033901742860063706,0.05034949340163634,0.031307771954463146,0.0541861042118831,0.03694995072777595,0.001967492723203471,0.03436413968632273,0.02240396273844468,0.0330574724324796,0.020667336662805593,0.03560547357747369,0.024449568514226614,0.0013066672538431224,0.3766204924993473,0.21580074624972964,0.18342250749968056,0.22415625375018086
2.0e7,40.0,2.0,1.0,2.0,1.0,0.2,0.001,0.001,0.001,1.0,1.0,1.0,0.2254639166408935,0.2698496002861333,0.23037985942334116,0.27430662364963204,0.07846616304522724,0.09842473136742481,0.08531404568736607,0.10377276238893225,21.493929972559446,18.506070027440554,242.60353894643137,242.60353894643137,0.0,0.2666503587972023,0.0,0.23334964120279772,0.0,0.22930210948321614,0.0,0.27069789051678383,0.0,0.0,0.06110549529346697,0.0,0.06110549529346697,0.0,0.060850624873799504,0.0,0.06085062487379953,0.0,0.0,0.0,1.0256410256410253,4.93038093154136e-32,0.5152291629498134,0.08459820803159589,0.3370009684116047,0.17822819453820862,1.03523384405396,0.001646333540573807,0.019690522005497313,0.006936491177874677,2.0,0.0,1.0155433220484629,0.39785807120161704,0.24079314978303518,0.019690522005497313,0.006936491177874677,0.7571172429379309,0.9038471485390369,0.3781675491961197,0.23602944625001476,0.29002139874976957,0.2126906587500867,0.2612584962500453
