"","generations","N","M","K","P","b","c","β","u","v","p1","p2","ϵ","DD_mean_final","DC_mean_final","CD_mean_final","CC_mean_final","y","z","g","h","sia_sid","sia_sjd","id"
"1584",2e+07,40,1,1,2,1,0.2,0,0.001,0.005,0.75,0.75,1,0.240319399999861,0.194654929999772,0.285139111250194,0.279886558749959,0.981263561019119,0.832304009889521,0.820071385398952,0.81794944372246,0.279886558749959,0.279196057438119,"run11"
"1585",2e+07,40,1,1,2,1,0.2,0,0.001,0.005,1,1,1,0.213223733749838,0.271516107499928,0.24472844625004,0.270531712499885,0.705292123507247,-0.0256410256377428,0.258884079252967,-0.0253805358301568,0.270531712499885,0.256894409115925,"run11"
"1586",2e+07,40,1,1,2,1,0.2,0,0.001,0.005,0,0,1,0.307542461249907,0.273523547499829,0.236603989999943,0.18233000124966,0.979824283264215,0.831865466940517,0.817835082642974,0.81596283942465,0.18233000124966,0.182723260608673,"run11"
"1587",2e+07,40,1,1,2,1,0.2,0,0.001,0.005,0.25,0.25,1,0.214080535000025,0.287109926249969,0.262401788749998,0.236407749999961,0.980018960956676,0.832712958735212,0.818622558156031,0.816789136098095,0.236407749999961,0.236659543108557,"run11"
"1588",2e+07,40,1,1,2,1,0.2,0,0.001,0.005,0.5,0.5,1,0.225280808749839,0.242828617500008,0.280038638749967,0.251851934999829,0.979839951469015,0.833304331299064,0.81920712712925,0.817274412315312,0.251851934999829,0.252369910059908,"run11"
"1589",2e+07,40,1,1,2,1,0.2,0,0.001,0.005,0.75,0.75,1,0.238633429999836,0.284623989999908,0.215084567500093,0.26165801249989,0.978965272045517,0.828450928606568,0.813555723603464,0.811681579878956,0.26165801249989,0.261848157194211,"run11"
"1590",2e+07,40,1,1,2,1,0.2,0,0.001,0.005,1,1,1,0.210181307499912,0.290354432499669,0.248484760000037,0.250979500000109,0.750396194756448,-0.0256410256377428,0.214264049728753,-0.0253869299495755,0.250979500000109,0.243162132913473,"run11"
"1591",2e+07,40,1,1,2,1,0.2,0,0.001,0.005,0,0,1,0.295832813749778,0.267762653750111,0.226548201249906,0.209856331249807,0.981664542046208,0.833682046170318,0.821411043860047,0.819442719902825,0.209856331249807,0.209793779572359,"run11"
"1592",2e+07,40,1,1,2,1,0.2,0,0.001,0.005,0.25,0.25,1,0.240088186249755,0.268710867500179,0.236624210000126,0.254576736250256,0.980963110185814,0.830376387965857,0.816792579052497,0.815156382059035,0.254576736250256,0.254758674145234,"run11"
"1593",2e+07,40,1,1,2,1,0.2,0,0.001,0.005,0.5,0.5,1,0.222187012499884,0.286861876250299,0.241455746249968,0.24949536499994,0.981724592366505,0.826483574760738,0.814545369566056,0.812491108395752,0.24949536499994,0.249973414328293,"run11"
"1594",2e+07,40,1,1,2,1,0.2,0,0.001,0.005,0.75,0.75,1,0.208683454999807,0.26521417624974,0.258184661250151,0.267917707500151,0.979817802366261,0.832538347582085,0.818108825464258,0.816424726156556,0.267917707500151,0.268094411827926,"run11"
"1595",2e+07,40,1,1,2,1,0.2,0,0.001,0.005,1,1,1,0.184757007499843,0.31672973125,0.281496213749996,0.217017047499826,0.717818449034578,-0.0256410256377428,0.246884157571148,-0.0253727922336394,0.217017047499826,0.268203333056272,"run11"
"1596",2e+07,40,1,1,2,1,0.2,0,0.001,0.005,0,0,1,0.278492233749958,0.176221938749755,0.273093082500023,0.272192744999975,0.98226878371217,0.832975714631674,0.819981377320904,0.818649498822713,0.272192744999975,0.272290728047863,"run11"
"1597",2e+07,40,1,1,2,1,0.2,0,0.001,0.005,0.25,0.25,1,0.207183802499738,0.278223634999979,0.308995232499815,0.205597329999905,0.980913778839787,0.835207886812377,0.821592951552495,0.819997662173941,0.205597329999905,0.205703454389555,"run11"
"1598",2e+07,40,1,1,2,1,0.2,0,0.001,0.005,0.5,0.5,1,0.286106947499954,0.206110696249837,0.24414356750001,0.263638788750149,0.980702361212499,0.83130068142836,0.817010058668838,0.815611403558071,0.263638788750149,0.263019494511213,"run11"
"1599",2e+07,40,1,1,2,1,0.2,0,0.001,0.005,0.75,0.75,1,0.205099009999859,0.284472853750019,0.314228029999599,0.19620010624975,0.98008620018657,0.829737406298991,0.816072859309511,0.814181061688271,0.19620010624975,0.196918984755013,"run11"
"1600",2e+07,40,1,1,2,1,0.2,0,0.001,0.005,1,1,1,0.261321919999798,0.244529883750111,0.257870065000125,0.236278131249655,0.741744627371956,-0.0256410256377428,0.222948875174202,-0.0253758354320398,0.236278131249655,0.237446739569072,"run11"
"1601",2e+07,40,1,1,2,1,0.2,0,0.001,0.025,0,0,1,0.197856899999691,0.236242755000136,0.313227857499605,0.252672487500023,0.980257209353296,0.495885205534085,0.490777081942953,0.487191767909115,0.252672487500023,0.252807551645629,"run11"
"1602",2e+07,40,1,1,2,1,0.2,0,0.001,0.025,0.25,0.25,1,0.323450734999551,0.199866554999885,0.227171590000114,0.249511120000265,0.980776993712538,0.493509044124409,0.488290229251262,0.485020123331171,0.249511120000265,0.248813816096109,"run11"
"1603",2e+07,40,1,1,2,1,0.2,0,0.001,0.025,0.5,0.5,1,0.262643163749657,0.237029036250145,0.302538282499908,0.197789517499711,0.980555141404133,0.492102445021727,0.486967539764012,0.483485680793901,0.197789517499711,0.197794262742895,"run11"
"1604",2e+07,40,1,1,2,1,0.2,0,0.001,0.025,0.75,0.75,1,0.265955743749915,0.253056406250192,0.23869599749998,0.242291852499992,0.979868489097162,0.486470973611628,0.481275503738172,0.477696753834129,0.242291852499992,0.242748252072043,"run11"
"1605",2e+07,40,1,1,2,1,0.2,0,0.001,0.025,1,1,1,0.196897938749732,0.261931369999842,0.26107558499995,0.28009510625012,0.714766055839929,-0.0256410256377428,0.249733505408779,-0.0253788378611986,0.28009510625012,0.280477732120412,"run11"
"1606",2e+07,40,1,1,2,1,0.2,0,0.001,0.025,0,0,1,0.27763511749994,0.262856433749856,0.218484378749962,0.241024070000042,0.979572039417293,0.497272299381714,0.49222945393152,0.488408806537193,0.241024070000042,0.240454795791429,"run11"
"1607",2e+07,40,1,1,2,1,0.2,0,0.001,0.025,0.25,0.25,1,0.276912253750299,0.230813020000089,0.251900409999765,0.240374316249842,0.979938692238561,0.495756976560177,0.491282365468921,0.487228764845935,0.240374316249842,0.240418521950447,"run11"
"1608",2e+07,40,1,1,2,1,0.2,0,0.001,0.025,0.5,0.5,1,0.29055977124949,0.207548167499978,0.270365750000038,0.231526311250332,0.979508247109816,0.489559807971294,0.484230977393081,0.480567455639704,0.231526311250332,0.231530423291668,"run11"
"1609",2e+07,40,1,1,2,1,0.2,0,0.001,0.025,0.75,0.75,1,0.291486596249943,0.282448832499696,0.162354149999801,0.263710421249988,0.981249535186233,0.483825078612754,0.47850215713734,0.475429177745535,0.263710421249988,0.262962511217906,"run11"
"1610",2e+07,40,1,1,2,1,0.2,0,0.001,0.025,1,1,1,0.239853491249985,0.26693501375016,0.265321678749688,0.227889816250076,0.740074511390503,-0.0256410256377428,0.224756464308267,-0.0253790141263083,0.227889816250076,0.219609088642936,"run11"
"1611",2e+07,40,1,1,2,1,0.2,0,0.001,0.025,0,0,1,0.235256997500179,0.235729376249994,0.296065422499874,0.232948203749843,0.98226529377628,0.492232037072838,0.488285724186649,0.48483838952846,0.232948203749843,0.233089567254984,"run11"
"1612",2e+07,40,1,1,2,1,0.2,0,0.001,0.025,0.25,0.25,1,0.250952306250028,0.271249812500049,0.25932619625007,0.21847168499971,0.980227277494798,0.490287339123941,0.485821789571576,0.481983824542698,0.21847168499971,0.218962598962595,"run11"
"1613",2e+07,40,1,1,2,1,0.2,0,0.001,0.025,0.5,0.5,1,0.231645874999855,0.278777827500085,0.202144847499835,0.287431450000145,0.980478417173841,0.485657116303302,0.480980460148316,0.477269539113531,0.287431450000145,0.287213215974147,"run11"
"1614",2e+07,40,1,1,2,1,0.2,0,0.001,0.025,0.75,0.75,1,0.256345050000022,0.200519721249842,0.260561172500083,0.282574056250033,0.980257288520649,0.486646612074698,0.480873168290821,0.4776754275433,0.282574056250033,0.282415152010924,"run11"
"1615",2e+07,40,1,1,2,1,0.2,0,0.001,0.025,1,1,1,0.295974753750208,0.272152687499969,0.21426595374985,0.217606605000041,0.735076601632604,-0.0256410256377428,0.230029760915265,-0.0254022592376572,0.217606605000041,0.225843703277378,"run11"
"1616",2e+07,40,1,1,2,1,0.2,0,0.001,0.025,0,0,1,0.219304606249862,0.264041549999926,0.262916026249962,0.253737817499737,0.980149666212419,0.493547677200814,0.488349318801831,0.484857152085828,0.253737817499737,0.254432749206069,"run11"
"1617",2e+07,40,1,1,2,1,0.2,0,0.001,0.025,0.25,0.25,1,0.24093142499991,0.262987728749738,0.264876896250391,0.231203949999761,0.979798702238508,0.494425435149883,0.489265723801945,0.485623734022795,0.231203949999761,0.231240969998799,"run11"
"1618",2e+07,40,1,1,2,1,0.2,0,0.001,0.025,0.5,0.5,1,0.246658852500098,0.211072364999997,0.234171442500233,0.30809734000006,0.981098252174164,0.495074259637167,0.49038936284085,0.486811420081945,0.30809734000006,0.307881175242634,"run11"
"1619",2e+07,40,1,1,2,1,0.2,0,0.001,0.025,0.75,0.75,1,0.277534873749488,0.185485533749925,0.239712265000369,0.2972673275002,0.980138191789478,0.485678990277972,0.480875840020231,0.477275096998832,0.2972673275002,0.296137172437874,"run11"
"1620",2e+07,40,1,1,2,1,0.2,0,0.001,0.025,1,1,1,0.205572069999634,0.304166714999804,0.220423671249951,0.269837543750068,0.718973210158379,-0.0256410256377428,0.245918768416836,-0.0254065653341519,0.269837543750068,0.279661870552639,"run11"
"1621",2e+07,40,1,1,2,1,0.2,0,0.001,0.025,0,0,1,0.245376441250092,0.298489995000147,0.214065587499965,0.242067976249922,0.98033740300704,0.496179686431884,0.491304047391969,0.487708137075912,0.242067976249922,0.242073582072363,"run11"
"1622",2e+07,40,1,1,2,1,0.2,0,0.001,0.025,0.25,0.25,1,0.224066806249733,0.246681207499964,0.254943302499838,0.274308683750287,0.979540177878828,0.493080920021202,0.487743236366103,0.484058616573098,0.274308683750287,0.274420575364733,"run11"
"1623",2e+07,40,1,1,2,1,0.2,0,0.001,0.025,0.5,0.5,1,0.210096927499813,0.226136363750088,0.270155053750037,0.293611654999933,0.980566670955741,0.49244188950997,0.486883122778067,0.48358677990133,0.293611654999933,0.293767481096316,"run11"
"1624",2e+07,40,1,1,2,1,0.2,0,0.001,0.025,0.75,0.75,1,0.218703707499887,0.282308407499965,0.236863481249855,0.262124403750578,0.979733317942488,0.482067586303712,0.477697260661563,0.473766978415804,0.262124403750578,0.262030111583895,"run11"
"1625",2e+07,40,1,1,2,1,0.2,0,0.001,0.025,1,1,1,0.279775896249876,0.232761687500023,0.231637660000012,0.255824756250114,0.743480589676569,-0.0256410256377428,0.220877306438807,-0.0253710721594576,0.255824756250114,0.250940572366505,"run11"
