generations,N,M,K,P,b,c,β,u,v,p1,p2,ϵ,DD_mean_final,DC_mean_final,CD_mean_final,CC_mean_final,y,z,g,h,sia_sid,sia_sjd
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.0022360679774997894,0.0,0.0,1.0,0.25972179125003036,0.2364103075000155,0.24155448749991912,0.26231341375006373,0.9802135373661757,0.9191781924438667,0.9023773160944555,0.9014403430009185,0.26231341375006373,0.26201291597443593
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.0022360679774997894,0.25,0.25,1.0,0.22673556000027847,0.2983973787497973,0.23440926375002316,0.2404577975000286,0.9798353559561027,0.9125644282126192,0.8958189240436122,0.8947205446744931,0.2404577975000286,0.23995906451116916
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.0022360679774997894,0.5,0.5,1.0,0.2729743712499252,0.2594736912497958,0.27192052500030517,0.1956314124997987,0.9790694552511606,0.9191321801362536,0.9008845766716577,0.9001260475289703,0.1956314124997987,0.19611546158427912
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.0022360679774997894,0.75,0.75,1.0,0.2562423987498231,0.22419601625002647,0.26252111249992266,0.25704047250041007,0.9811552262761996,0.9127821710326413,0.896381330644599,0.8956780321765928,0.25704047250041007,0.2568062210958293
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.0022360679774997894,1.0,1.0,1.0,0.21437253999989428,0.26991259125017725,0.23931577124994746,0.2763990974996335,0.7345599354322631,-0.025641025637742818,0.22990295991239074,-0.02538299378559613,0.2763990974996335,0.275727963764176
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.0022360679774997894,0.0,0.0,1.0,0.22676302499985634,0.23563104249987094,0.2358291925000811,0.3017767399998526,0.9807649921740769,0.9166521512898334,0.9004169639790738,0.8994924420967753,0.3017767399998526,0.30161802073115007
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.0022360679774997894,0.25,0.25,1.0,0.2576843374999689,0.24093421874990725,0.2761860899999395,0.2251953537499938,0.9818909400579499,0.9184867389821563,0.9037053242986538,0.9025963806552252,0.2251953537499938,0.22560347176755177
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.0022360679774997894,0.0,0.0,1.0,0.26473668500017494,0.20107366499978896,0.21902988249985725,0.3151597674997728,0.9817607908915083,0.9192886316732867,0.9035653994907025,0.9028020426085174,0.3151597674997728,0.31461623865745825
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.0022360679774997894,0.25,0.25,1.0,0.25324848625009383,0.2439906437499766,0.25134510374988744,0.25141576624994183,0.980576089097228,0.9227428825719047,0.9057765876969793,0.9050652700016376,0.25141576624994183,0.251531382133005
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.0022360679774997894,0.5,0.5,1.0,0.24250860750015074,0.2563322987501648,0.24222494374962575,0.25893415000000347,0.9814022159552894,0.918477350392665,0.9024776407093037,0.9017312769240422,0.25893415000000347,0.25918600158414545
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.0022360679774997894,0.75,0.75,1.0,0.22592988499988098,0.23649556749988407,0.3014761237500057,0.23609842374986337,0.9799411003786646,0.9168026165461803,0.8996226132098609,0.898699106131654,0.23609842374986337,0.23601170475527355
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.0022360679774997894,1.0,1.0,1.0,0.30042903624977874,0.22007432624989542,0.1959602887498666,0.28353634875012523,0.7195717568835983,-0.025641025637742818,0.24495834905054503,-0.025363844396248083,0.28353634875012523,0.24859803492354904
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.0022360679774997894,0.0,0.0,1.0,0.21938073249983495,0.23428120750003922,0.23806719874997767,0.3082708612499204,0.9818319229434194,0.9190272162892185,0.903308303209299,0.9025712247209814,0.3082708612499204,0.30844597914531713
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.0022360679774997894,0.25,0.25,1.0,0.29710964999976014,0.22345710624993428,0.2637098925000797,0.21572335124975509,0.980379463519061,0.9171111484683987,0.9003606813491553,0.8994864452562635,0.21572335124975509,0.21551402877930825
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.0022360679774997894,0.0,0.0,1.0,0.26455072749993336,0.24190184625015282,0.2815243312501096,0.2120230949998554,0.98088641505821,0.9224073610335166,0.9058799318634551,0.9051087565194403,0.2120230949998554,0.21238659408477173
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.0022360679774997894,0.25,0.25,1.0,0.2001738374998398,0.2424320187498746,0.29709388249980995,0.26030026124986927,0.979974218648123,0.9146167543670755,0.8977270257100061,0.896722488665649,0.26030026124986927,0.26088886579170245
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.0022360679774997894,0.5,0.5,1.0,0.20234709374984736,0.2708181937499211,0.23294116000015933,0.29389355250025534,0.9807614675586084,0.9198559805210685,0.9039906815429208,0.9028251251667134,0.29389355250025534,0.29423625280406374
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.0022360679774997894,0.75,0.75,1.0,0.2304054475002755,0.22486257250008704,0.267653501249789,0.2770784787498214,0.9792872021741267,0.9102502347496415,0.8929188451315095,0.8919386186302831,0.2770784787498214,0.2771637840235678
2.0e7,40.0,1.0,1.0,2.0,1.0,0.2,0.0,0.001,0.0022360679774997894,1.0,1.0,1.0,0.2508160475000874,0.22268192625017996,0.2738492687496214,0.25265275750018495,0.7236437697775955,-0.025641025637742818,0.24080525423108615,-0.02538542859666661,0.25265275750018495,0.2614735210990895
